Cliente;Gerencia_F;subcanal_
cte5628;gerencia 7;tiendita
cte5629;gerencia 1;tiendita
cte5630;gerencia 6;tiendita
cte5631;gerencia 6;tiendita
cte3536;gerencia 2 ;tiendita
cte5632;gerencia 4;tiendita
cte5633;gerencia 7;tiendita
cte5634;gerencia 3;tiendita
cte3608;gerencia 2 ;tiendita
cte5635;gerencia 5;tiendita
cte5636;gerencia 3;tiendita
cte5637;gerencia 2 ;tiendita
cte5638;gerencia 6;tiendita
cte5639;gerencia 6;tiendita
cte5640;gerencia 8;tiendita
cte5641;gerencia 7;tiendita
cte5642;gerencia 6;tiendita
cte5643;gerencia 5;tiendita
cte5644;gerencia 3;tiendita
cte3005;gerencia 4;tiendita
cte5645;gerencia 6;tiendita
cte5646;gerencia 2 ;tiendita
cte5647;gerencia 1;tiendita
cte5648;gerencia 6;tiendita
cte5649;gerencia 7;tiendita
cte2196;gerencia 6;tiendita
cte5650;gerencia 7;tiendita
cte1231;gerencia 4;tiendita
cte464;gerencia 2 ;tiendita
cte5651;gerencia 7;tiendita
cte5652;gerencia 5;tiendita
cte5653;gerencia 6;tiendita
cte5654;gerencia 6;tiendita
cte5655;gerencia 2 ;tiendita
cte5656;gerencia 1;tiendita
cte5657;gerencia 6;tiendita
cte5658;gerencia 6;tiendita
cte1705;gerencia 2 ;tiendita
cte5659;gerencia 5;tiendita
cte5660;gerencia 5;tiendita
cte729;gerencia 6;tiendita
cte5661;gerencia 7;tiendita
cte5662;gerencia 6;tiendita
cte5663;gerencia 7;tiendita
cte5664;gerencia 1;tiendita
cte5665;gerencia 3;tiendita
cte5666;gerencia 7;tiendita
cte5667;gerencia 6;tiendita
cte2618;gerencia 5;tiendita
cte5668;gerencia 7;tiendita
cte5669;gerencia 6;tiendita
cte5670;gerencia 6;tiendita
cte5671;gerencia 7;tiendita
cte5672;gerencia 4;tiendita
cte5673;gerencia 4;tiendita
cte5674;gerencia 2 ;tiendita
cte5675;gerencia 1;tiendita
cte5676;gerencia 3;tiendita
cte5677;gerencia 1;tiendita
cte5678;gerencia 7;tiendita
cte5679;gerencia 3;tiendita
cte5680;gerencia 6;tiendita
cte5681;gerencia 7;tiendita
cte5682;gerencia 7;tiendita
cte5683;gerencia 4;tiendita
cte3466;gerencia 2 ;tiendita
cte5684;gerencia 6;tiendita
cte5685;gerencia 3;tiendita
cte5554;gerencia 2 ;tiendita
cte5686;gerencia 2 ;tiendita
cte5687;gerencia 5;tiendita
cte510;gerencia 1;tiendita
cte2741;gerencia 1;tiendita
cte5343;gerencia 2 ;tiendita
cte5688;gerencia 7;tiendita
cte5689;gerencia 2 ;tiendita
cte5690;gerencia 2 ;tiendita
cte5691;gerencia 6;tiendita
cte5002;gerencia 3;tiendita
cte5692;gerencia 2 ;tiendita
cte5693;gerencia 5;tiendita
cte5694;gerencia 2 ;tiendita
cte5695;gerencia 6;tiendita
cte5696;gerencia 2 ;tiendita
cte317;gerencia 6;tiendita
cte5697;gerencia 6;tiendita
cte5698;gerencia 4;tiendita
cte5699;gerencia 5;tiendita
cte5700;gerencia 5;tiendita
cte5701;gerencia 1;tiendita
cte5702;gerencia 2 ;tiendita
cte5703;gerencia 7;tiendita
cte5704;gerencia 2 ;tiendita
cte5705;gerencia 6;tiendita
cte5706;gerencia 2 ;tiendita
cte5707;gerencia 1;tiendita
cte5708;gerencia 2 ;tiendita
cte5709;gerencia 2 ;tiendita
cte5710;gerencia 6;tiendita
cte5711;gerencia 4;tiendita
cte5712;gerencia 6;tiendita
cte1242;gerencia 7;tiendita
cte2779;gerencia 7;tiendita
cte5713;gerencia 7;tiendita
cte5714;gerencia 4;tiendita
cte5715;gerencia 2 ;tiendita
cte5716;gerencia 4;tiendita
cte5717;gerencia 2 ;tiendita
cte5718;gerencia 5;tiendita
cte5719;gerencia 4;tiendita
cte5720;gerencia 1;tiendita
cte5721;gerencia 2 ;tiendita
cte5722;gerencia 2 ;tiendita
cte5723;gerencia 1;tiendita
cte5724;gerencia 7;tiendita
cte5725;gerencia 6;tiendita
cte1538;gerencia 7;tiendita
cte5726;gerencia 2 ;tiendita
cte5727;gerencia 2 ;tiendita
cte5728;gerencia 1;tiendita
cte5729;gerencia 2 ;tiendita
cte5730;gerencia 7;tiendita
cte5731;gerencia 3;tiendita
cte5732;gerencia 5;tiendita
cte5733;gerencia 1;tiendita
cte5734;gerencia 1;tiendita
cte5735;gerencia 1;tiendita
cte5736;gerencia 5;tiendita
cte5737;gerencia 2 ;tiendita
cte5738;gerencia 2 ;tiendita
cte5739;gerencia 4;tiendita
cte5740;gerencia 6;tiendita
cte5741;gerencia 6;tiendita
cte5742;gerencia 2 ;tiendita
cte4360;gerencia 5;tiendita
cte5743;gerencia 3;tiendita
cte3104;gerencia 4;tiendita
cte5744;gerencia 5;tiendita
cte5745;gerencia 6;tiendita
cte5746;gerencia 5;tiendita
cte5747;gerencia 1;tiendita
cte5748;gerencia 6;tiendita
cte5749;gerencia 3;tiendita
cte5750;gerencia 5;tiendita
cte4129;gerencia 7;tiendita
cte2246;gerencia 2 ;tiendita
cte5751;gerencia 4;tiendita
cte5752;gerencia 1;tiendita
cte5753;gerencia 7;tiendita
cte2520;gerencia 7;tiendita
cte5754;gerencia 7;tiendita
cte5755;gerencia 6;tiendita
cte5756;gerencia 4;tiendita
cte5757;gerencia 7;tiendita
cte5758;gerencia 2 ;tiendita
cte5759;gerencia 3;tiendita
cte5760;gerencia 1;tiendita
cte5761;gerencia 2 ;tiendita
cte5762;gerencia 3;tiendita
cte5763;gerencia 3;tiendita
cte5764;gerencia 5;tiendita
cte5765;gerencia 5;tiendita
cte4333;gerencia 1;tiendita
cte5766;gerencia 8;tiendita
cte5767;gerencia 7;tiendita
cte5768;gerencia 7;tiendita
cte5769;gerencia 1;tiendita
cte5770;gerencia 6;tiendita
cte5771;gerencia 6;tiendita
cte5537;gerencia 2 ;tiendita
cte5772;gerencia 6;tiendita
cte5773;gerencia 2 ;tiendita
cte5774;gerencia 6;tiendita
cte5775;gerencia 4;tiendita
cte5776;gerencia 2 ;tiendita
cte5777;gerencia 1;tiendita
cte5778;gerencia 2 ;tiendita
cte2073;gerencia 2 ;tiendita
cte5779;gerencia 6;tiendita
cte5780;gerencia 3;tiendita
cte5781;gerencia 6;tiendita
cte5782;gerencia 2 ;tiendita
cte5783;gerencia 1;tiendita
cte5784;gerencia 7;tiendita
cte5785;gerencia 7;tiendita
cte5786;gerencia 5;tiendita
cte5787;gerencia 3;tiendita
cte5788;gerencia 2 ;tiendita
cte5789;gerencia 2 ;tiendita
cte5790;gerencia 5;tiendita
cte5791;gerencia 7;tiendita
cte5792;gerencia 4;tiendita
cte5793;gerencia 2 ;tiendita
cte5794;gerencia 2 ;tiendita
cte5795;gerencia 6;tiendita
cte5796;gerencia 7;tiendita
cte5797;gerencia 2 ;tiendita
cte5798;gerencia 5;tiendita
cte5799;gerencia 7;tiendita
cte5800;gerencia 6;tiendita
cte5801;gerencia 4;tiendita
cte5802;gerencia 2 ;tiendita
cte5803;gerencia 6;tiendita
cte5804;gerencia 7;tiendita
cte5805;gerencia 5;tiendita
cte5388;gerencia 4;tiendita
cte5806;gerencia 6;tiendita
cte5807;gerencia 2 ;tiendita
cte5808;gerencia 2 ;tiendita
cte5809;gerencia 5;tiendita
cte5810;gerencia 2 ;tiendita
cte5811;gerencia 7;tiendita
cte4124;gerencia 1;tiendita
cte5812;gerencia 7;tiendita
cte5813;gerencia 7;tiendita
cte5814;gerencia 1;tiendita
cte5815;gerencia 7;tiendita
cte5816;gerencia 3;tiendita
cte5817;gerencia 6;tiendita
cte5818;gerencia 2 ;tiendita
cte5819;gerencia 6;tiendita
cte729;gerencia 6;tiendita
cte5820;gerencia 3;tiendita
cte4805;gerencia 6;tiendita
cte5821;gerencia 4;tiendita
cte5822;gerencia 4;tiendita
cte5823;gerencia 2 ;tiendita
cte5824;gerencia 2 ;tiendita
cte5825;gerencia 3;tiendita
cte5826;gerencia 6;tiendita
cte5827;gerencia 1;tiendita
cte5828;gerencia 6;tiendita
cte5829;gerencia 6;tiendita
cte5137;gerencia 6;tiendita
cte5830;gerencia 2 ;tiendita
cte5831;gerencia 6;tiendita
cte5832;gerencia 2 ;tiendita
cte5833;gerencia 3;tiendita
cte5834;gerencia 1;tiendita
cte5835;gerencia 6;tiendita
cte2689;gerencia 1;tiendita
cte5836;gerencia 4;tiendita
cte5837;gerencia 7;tiendita
cte5838;gerencia 4;tiendita
cte5839;gerencia 3;tiendita
cte5840;gerencia 2 ;tiendita
cte5841;gerencia 4;tiendita
cte5842;gerencia 1;tiendita
cte5843;gerencia 5;tiendita
cte5844;gerencia 7;tiendita
cte5845;gerencia 6;tiendita
cte5846;gerencia 1;tiendita
cte5847;gerencia 5;tiendita
cte5848;gerencia 4;tiendita
cte5849;gerencia 5;tiendita
cte5850;gerencia 5;tiendita
cte5851;gerencia 5;tiendita
cte5852;gerencia 5;tiendita
cte5853;gerencia 2 ;tiendita
cte5854;gerencia 7;tiendita
cte5855;gerencia 6;tiendita
cte5856;gerencia 1;tiendita
cte5857;gerencia 7;tiendita
cte5858;gerencia 5;tiendita
cte5859;gerencia 7;tiendita
cte5860;gerencia 6;tiendita
cte5861;gerencia 1;tiendita
cte5862;gerencia 2 ;tiendita
cte5863;gerencia 5;tiendita
cte5864;gerencia 5;tiendita
cte5865;gerencia 1;tiendita
cte2409;gerencia 2 ;tiendita
cte5866;gerencia 6;tiendita
cte5867;gerencia 7;tiendita
cte5868;gerencia 2 ;tiendita
cte5869;gerencia 7;tiendita
cte5870;gerencia 1;tiendita
cte5871;gerencia 1;tiendita
cte5872;gerencia 2 ;tiendita
cte5873;gerencia 2 ;tiendita
cte5874;gerencia 7;tiendita
cte5875;gerencia 6;tiendita
cte5876;gerencia 1;tiendita
cte5877;gerencia 3;tiendita
cte5878;gerencia 2 ;tiendita
cte5879;gerencia 2 ;tiendita
cte5880;gerencia 6;tiendita
cte5881;gerencia 6;tiendita
cte5882;gerencia 7;tiendita
cte5883;gerencia 5;tiendita
cte5884;gerencia 6;tiendita
cte5885;gerencia 4;tiendita
cte5886;gerencia 3;tiendita
cte5887;gerencia 7;tiendita
cte5888;gerencia 2 ;tiendita
cte5889;gerencia 2 ;tiendita
cte5890;gerencia 2 ;tiendita
cte5891;gerencia 4;tiendita
cte5892;gerencia 2 ;tiendita
cte5893;gerencia 5;tiendita
cte5894;gerencia 2 ;tiendita
cte5895;gerencia 4;tiendita
cte5896;gerencia 5;tiendita
cte5897;gerencia 6;tiendita
cte5898;gerencia 3;tiendita
cte5899;gerencia 4;tiendita
cte5900;gerencia 6;tiendita
cte5901;gerencia 2 ;tiendita
cte5902;gerencia 7;tiendita
cte5903;gerencia 7;tiendita
cte5904;gerencia 3;tiendita
cte5905;gerencia 2 ;tiendita
cte5906;gerencia 7;tiendita
cte5907;gerencia 2 ;tiendita
cte5908;gerencia 7;tiendita
cte656;gerencia 1;tiendita
cte2701;gerencia 1;tiendita
cte5909;gerencia 2 ;tiendita
cte5910;gerencia 2 ;tiendita
cte5911;gerencia 2 ;tiendita
cte5912;gerencia 4;tiendita
cte5913;gerencia 5;tiendita
cte5914;gerencia 7;tiendita
cte5915;gerencia 7;tiendita
cte5916;gerencia 4;tiendita
cte5917;gerencia 5;tiendita
cte5918;gerencia 1;tiendita
cte5919;gerencia 4;tiendita
cte5920;gerencia 7;tiendita
cte5921;gerencia 3;tiendita
cte3736;gerencia 7;tiendita
cte5922;gerencia 1;tiendita
cte5923;gerencia 7;tiendita
cte5924;gerencia 2 ;tiendita
cte5925;gerencia 3;tiendita
cte5926;gerencia 5;tiendita
cte5266;gerencia 7;tiendita
cte5927;gerencia 4;tiendita
cte5928;gerencia 2 ;tiendita
cte5929;gerencia 1;tiendita
cte5930;gerencia 1;tiendita
cte1210;gerencia 5;tiendita
cte5931;gerencia 1;tiendita
cte5932;gerencia 5;tiendita
cte5933;gerencia 1;tiendita
cte5934;gerencia 6;tiendita
cte458;gerencia 6;tiendita
cte5935;gerencia 5;tiendita
cte5936;gerencia 2 ;tiendita
cte5937;gerencia 7;tiendita
cte5938;gerencia 2 ;tiendita
cte5939;gerencia 6;tiendita
cte5940;gerencia 1;tiendita
cte5941;gerencia 2 ;tiendita
cte5942;gerencia 5;tiendita
cte5943;gerencia 7;tiendita
cte5467;gerencia 2 ;tiendita
cte5683;gerencia 4;tiendita
cte5944;gerencia 5;tiendita
cte5945;gerencia 7;tiendita
cte5946;gerencia 2 ;tiendita
cte5947;gerencia 3;tiendita
cte3146;gerencia 3;tiendita
cte5948;gerencia 2 ;tiendita
cte5949;gerencia 5;tiendita
cte5950;gerencia 6;tiendita
cte5951;gerencia 1;tiendita
cte5952;gerencia 1;tiendita
cte5953;gerencia 3;tiendita
cte5954;gerencia 7;tiendita
cte5955;gerencia 2 ;tiendita
cte5956;gerencia 5;tiendita
cte5957;gerencia 2 ;tiendita
cte5958;gerencia 2 ;tiendita
cte5959;gerencia 3;tiendita
cte1635;gerencia 6;tiendita
cte5960;gerencia 1;tiendita
cte5961;gerencia 5;tiendita
cte5962;gerencia 5;tiendita
cte5963;gerencia 6;tiendita
cte5964;gerencia 6;tiendita
cte5965;gerencia 2 ;tiendita
cte5966;gerencia 1;tiendita
cte5967;gerencia 6;tiendita
cte5968;gerencia 4;tiendita
cte5969;gerencia 2 ;tiendita
cte5970;gerencia 7;tiendita
cte5971;gerencia 4;tiendita
cte5972;gerencia 6;tiendita
cte5973;gerencia 3;tiendita
cte5974;gerencia 2 ;tiendita
cte5975;gerencia 6;tiendita
cte5976;gerencia 2 ;tiendita
cte5977;gerencia 2 ;tiendita
cte5978;gerencia 2 ;tiendita
cte5979;gerencia 2 ;tiendita
cte5980;gerencia 3;tiendita
cte5981;gerencia 3;tiendita
cte5982;gerencia 1;tiendita
cte5983;gerencia 2 ;tiendita
cte5984;gerencia 2 ;tiendita
cte3532;gerencia 6;tiendita
cte5985;gerencia 3;tiendita
cte5437;gerencia 2 ;tiendita
cte5986;gerencia 2 ;tiendita
cte5278;gerencia 2 ;tiendita
cte5987;gerencia 7;tiendita
cte5988;gerencia 6;tiendita
cte1309;gerencia 1;tiendita
cte2305;gerencia 5;tiendita
cte5989;gerencia 2 ;tiendita
cte761;gerencia 1;tiendita
cte5990;gerencia 2 ;tiendita
cte5991;gerencia 2 ;tiendita
cte5041;gerencia 5;tiendita
cte4665;gerencia 6;tiendita
cte5992;gerencia 1;tiendita
cte5993;gerencia 5;tiendita
cte5994;gerencia 6;tiendita
cte5995;gerencia 4;tiendita
cte5996;gerencia 7;tiendita
cte5997;gerencia 5;tiendita
cte5998;gerencia 4;tiendita
cte5999;gerencia 1;tiendita
cte6000;gerencia 5;tiendita
cte6001;gerencia 2 ;tiendita
cte6002;gerencia 5;tiendita
cte6003;gerencia 7;tiendita
cte6004;gerencia 3;tiendita
cte6005;gerencia 5;tiendita
cte6006;gerencia 1;tiendita
cte6007;gerencia 7;tiendita
cte6008;gerencia 4;tiendita
cte6009;gerencia 6;tiendita
cte6010;gerencia 5;tiendita
cte6011;gerencia 5;tiendita
cte1072;gerencia 1;tiendita
cte6012;gerencia 3;tiendita
cte174;gerencia 2 ;tiendita
cte6013;gerencia 1;tiendita
cte6014;gerencia 5;tiendita
cte6015;gerencia 6;tiendita
cte6016;gerencia 6;tiendita
cte6017;gerencia 2 ;tiendita
cte6018;gerencia 5;tiendita
cte6019;gerencia 7;tiendita
cte6020;gerencia 7;tiendita
cte6021;gerencia 7;tiendita
cte6022;gerencia 2 ;tiendita
cte6023;gerencia 2 ;tiendita
cte6024;gerencia 2 ;tiendita
cte383;gerencia 1;tiendita
cte6025;gerencia 5;tiendita
cte6026;gerencia 4;tiendita
cte6027;gerencia 2 ;tiendita
cte6028;gerencia 1;tiendita
cte6029;gerencia 6;tiendita
cte6030;gerencia 2 ;tiendita
cte6031;gerencia 1;tiendita
cte6032;gerencia 6;tiendita
cte6033;gerencia 6;tiendita
cte6034;gerencia 2 ;tiendita
cte6035;gerencia 6;tiendita
cte6036;gerencia 2 ;tiendita
cte6037;gerencia 6;tiendita
cte6038;gerencia 2 ;tiendita
cte6039;gerencia 2 ;tiendita
cte6040;gerencia 1;tiendita
cte6041;gerencia 6;tiendita
cte6042;gerencia 6;tiendita
cte6043;gerencia 7;tiendita
cte6044;gerencia 7;tiendita
cte1820;gerencia 7;tiendita
cte3603;gerencia 4;tiendita
cte6045;gerencia 5;tiendita
cte6046;gerencia 1;tiendita
cte6047;gerencia 7;tiendita
cte5237;gerencia 6;tiendita
cte6048;gerencia 2 ;tiendita
cte4276;gerencia 2 ;tiendita
cte6049;gerencia 3;tiendita
cte6050;gerencia 3;tiendita
cte5134;gerencia 2 ;tiendita
cte6051;gerencia 4;tiendita
cte2286;gerencia 5;tiendita
cte6052;gerencia 1;tiendita
cte6053;gerencia 6;tiendita
cte4516;gerencia 5;tiendita
cte6054;gerencia 6;tiendita
cte6055;gerencia 7;tiendita
cte1532;gerencia 2 ;tiendita
cte6056;gerencia 2 ;tiendita
cte6057;gerencia 2 ;tiendita
cte6058;gerencia 2 ;tiendita
cte6059;gerencia 7;tiendita
cte930;gerencia 7;tiendita
cte6060;gerencia 3;tiendita
cte6061;gerencia 7;tiendita
cte6062;gerencia 5;tiendita
cte6063;gerencia 2 ;tiendita
cte6064;gerencia 4;tiendita
cte6065;gerencia 5;tiendita
cte6066;gerencia 5;tiendita
cte6067;gerencia 2 ;tiendita
cte6068;gerencia 2 ;tiendita
cte6069;gerencia 6;tiendita
cte6070;gerencia 6;tiendita
cte2795;gerencia 2 ;tiendita
cte6071;gerencia 7;tiendita
cte6072;gerencia 4;tiendita
cte6073;gerencia 2 ;tiendita
cte6074;gerencia 7;tiendita
cte6075;gerencia 1;tiendita
cte6076;gerencia 2 ;tiendita
cte6077;gerencia 7;tiendita
cte6078;gerencia 7;tiendita
cte6079;gerencia 1;tiendita
cte6080;gerencia 1;tiendita
cte6081;gerencia 4;tiendita
cte6082;gerencia 2 ;tiendita
cte6083;gerencia 7;tiendita
cte6084;gerencia 6;tiendita
cte6085;gerencia 2 ;tiendita
cte6086;gerencia 2 ;tiendita
cte6087;gerencia 2 ;tiendita
cte6088;gerencia 2 ;tiendita
cte6089;gerencia 7;tiendita
cte6090;gerencia 1;tiendita
cte6091;gerencia 2 ;tiendita
cte6092;gerencia 1;tiendita
cte6093;gerencia 7;tiendita
cte6094;gerencia 2 ;tiendita
cte6095;gerencia 2 ;tiendita
cte6096;gerencia 2 ;tiendita
cte6097;gerencia 5;tiendita
cte6098;gerencia 7;tiendita
cte6099;gerencia 1;tiendita
cte6100;gerencia 5;tiendita
cte6101;gerencia 1;tiendita
cte6102;gerencia 5;tiendita
cte6103;gerencia 4;tiendita
cte6104;gerencia 6;tiendita
cte6105;gerencia 7;tiendita
cte210;gerencia 6;tiendita
cte6106;gerencia 2 ;tiendita
cte6107;gerencia 5;tiendita
cte6108;gerencia 2 ;tiendita
cte6109;gerencia 1;tiendita
cte6110;gerencia 6;tiendita
cte6111;gerencia 2 ;tiendita
cte6112;gerencia 2 ;tiendita
cte6113;gerencia 2 ;tiendita
cte523;gerencia 2 ;tiendita
cte6114;gerencia 1;tiendita
cte6115;gerencia 2 ;tiendita
cte6116;gerencia 6;tiendita
cte6117;gerencia 7;tiendita
cte6118;gerencia 7;tiendita
cte6119;gerencia 4;tiendita
cte6120;gerencia 6;tiendita
cte1669;gerencia 7;tiendita
cte6121;gerencia 3;tiendita
cte6122;gerencia 1;tiendita
cte6123;gerencia 6;tiendita
cte6124;gerencia 5;tiendita
cte6125;gerencia 1;tiendita
cte6126;gerencia 4;tiendita
cte6127;gerencia 4;tiendita
cte6128;gerencia 4;tiendita
cte6129;gerencia 2 ;tiendita
cte6130;gerencia 7;tiendita
cte6131;gerencia 5;tiendita
cte6132;gerencia 2 ;tiendita
cte6133;gerencia 2 ;tiendita
cte6134;gerencia 1;tiendita
cte6135;gerencia 7;tiendita
cte6136;gerencia 2 ;tiendita
cte6137;gerencia 7;tiendita
cte5696;gerencia 2 ;tiendita
cte6138;gerencia 1;tiendita
cte6139;gerencia 6;tiendita
cte6140;gerencia 6;tiendita
cte6141;gerencia 1;tiendita
cte6142;gerencia 2 ;tiendita
cte6143;gerencia 3;tiendita
cte6144;gerencia 5;tiendita
cte6145;gerencia 7;tiendita
cte1805;gerencia 5;tiendita
cte457;gerencia 6;tiendita
cte3262;gerencia 1;tiendita
cte6146;gerencia 2 ;tiendita
cte6147;gerencia 2 ;tiendita
cte755;gerencia 5;tiendita
cte6148;gerencia 7;tiendita
cte6149;gerencia 4;tiendita
cte6150;gerencia 1;tiendita
cte6151;gerencia 6;tiendita
cte274;gerencia 6;tiendita
cte6152;gerencia 2 ;tiendita
cte6153;gerencia 2 ;tiendita
cte6154;gerencia 4;tiendita
cte6155;gerencia 1;tiendita
cte6156;gerencia 3;tiendita
cte6157;gerencia 6;tiendita
cte6158;gerencia 5;tiendita
cte6159;gerencia 6;tiendita
cte6160;gerencia 7;tiendita
cte6161;gerencia 6;tiendita
cte6162;gerencia 4;tiendita
cte6163;gerencia 6;tiendita
cte6164;gerencia 2 ;tiendita
cte6165;gerencia 2 ;tiendita
cte6166;gerencia 1;tiendita
cte6167;gerencia 6;tiendita
cte6168;gerencia 4;tiendita
cte6169;gerencia 5;tiendita
cte6170;gerencia 7;tiendita
cte446;gerencia 7;tiendita
cte6171;gerencia 6;tiendita
cte6172;gerencia 1;tiendita
cte6173;gerencia 2 ;tiendita
cte6174;gerencia 7;tiendita
cte6175;gerencia 4;tiendita
cte6176;gerencia 6;tiendita
cte6177;gerencia 7;tiendita
cte6178;gerencia 2 ;tiendita
cte6179;gerencia 2 ;tiendita
cte6180;gerencia 3;tiendita
cte6181;gerencia 1;tiendita
cte6182;gerencia 1;tiendita
cte6183;gerencia 6;tiendita
cte6184;gerencia 6;tiendita
cte6185;gerencia 6;tiendita
cte6186;gerencia 7;tiendita
cte6187;gerencia 7;tiendita
cte6188;gerencia 5;tiendita
cte6189;gerencia 5;tiendita
cte6190;gerencia 2 ;tiendita
cte6191;gerencia 2 ;tiendita
cte6192;gerencia 2 ;tiendita
cte6193;gerencia 6;tiendita
cte6194;gerencia 2 ;tiendita
cte6195;gerencia 7;tiendita
cte6196;gerencia 6;tiendita
cte6197;gerencia 1;tiendita
cte6198;gerencia 1;tiendita
cte6199;gerencia 4;tiendita
cte6200;gerencia 2 ;tiendita
cte6201;gerencia 3;tiendita
cte6202;gerencia 3;tiendita
cte6203;gerencia 6;tiendita
cte6204;gerencia 2 ;tiendita
cte6205;gerencia 1;tiendita
cte6206;gerencia 2 ;tiendita
cte6207;gerencia 6;tiendita
cte6208;gerencia 2 ;tiendita
cte4591;gerencia 2 ;tiendita
cte6209;gerencia 5;tiendita
cte6210;gerencia 5;tiendita
cte636;gerencia 6;tiendita
cte6211;gerencia 4;tiendita
cte6212;gerencia 7;tiendita
cte6213;gerencia 5;tiendita
cte6214;gerencia 7;tiendita
cte6215;gerencia 3;tiendita
cte6216;gerencia 2 ;tiendita
cte6217;gerencia 3;tiendita
cte6218;gerencia 7;tiendita
cte4538;gerencia 5;tiendita
cte6219;gerencia 2 ;tiendita
cte6220;gerencia 1;tiendita
cte6221;gerencia 7;tiendita
cte6222;gerencia 5;tiendita
cte3646;gerencia 3;tiendita
cte6223;gerencia 2 ;tiendita
cte403;gerencia 6;tiendita
cte6224;gerencia 7;tiendita
cte6225;gerencia 4;tiendita
cte6226;gerencia 1;tiendita
cte6227;gerencia 7;tiendita
cte413;gerencia 1;tiendita
cte6228;gerencia 5;tiendita
cte6229;gerencia 2 ;tiendita
cte1433;gerencia 6;tiendita
cte6230;gerencia 1;tiendita
cte6231;gerencia 1;tiendita
cte6232;gerencia 6;tiendita
cte6233;gerencia 4;tiendita
cte6234;gerencia 6;tiendita
cte6235;gerencia 6;tiendita
cte6236;gerencia 6;tiendita
cte6237;gerencia 6;tiendita
cte6238;gerencia 1;tiendita
cte6239;gerencia 6;tiendita
cte6240;gerencia 4;tiendita
cte6241;gerencia 6;tiendita
cte6242;gerencia 6;tiendita
cte6243;gerencia 1;tiendita
cte6244;gerencia 5;tiendita
cte6245;gerencia 7;tiendita
cte6246;gerencia 2 ;tiendita
cte6247;gerencia 3;tiendita
cte5908;gerencia 7;tiendita
cte6248;gerencia 7;tiendita
cte6249;gerencia 2 ;tiendita
cte6250;gerencia 6;tiendita
cte6003;gerencia 7;tiendita
cte6251;gerencia 2 ;tiendita
cte6252;gerencia 2 ;tiendita
cte6253;gerencia 2 ;tiendita
cte6254;gerencia 1;tiendita
cte6255;gerencia 2 ;tiendita
cte6256;gerencia 2 ;tiendita
cte6257;gerencia 5;tiendita
cte6258;gerencia 6;tiendita
cte6259;gerencia 5;tiendita
cte6260;gerencia 5;tiendita
cte2170;gerencia 4;tiendita
cte6261;gerencia 7;tiendita
cte6262;gerencia 6;tiendita
cte6263;gerencia 3;tiendita
cte5218;gerencia 7;tiendita
cte823;gerencia 1;tiendita
cte6264;gerencia 2 ;tiendita
cte6265;gerencia 7;tiendita
cte6266;gerencia 5;tiendita
cte6267;gerencia 3;tiendita
cte6268;gerencia 6;tiendita
cte6269;gerencia 6;tiendita
cte6270;gerencia 1;tiendita
cte6271;gerencia 6;tiendita
cte6272;gerencia 2 ;tiendita
cte6273;gerencia 5;tiendita
cte6274;gerencia 1;tiendita
cte507;gerencia 2 ;tiendita
cte6275;gerencia 1;tiendita
cte6276;gerencia 3;tiendita
cte6277;gerencia 6;tiendita
cte6278;gerencia 2 ;tiendita
cte6279;gerencia 5;tiendita
cte6280;gerencia 1;tiendita
cte6281;gerencia 7;tiendita
cte6282;gerencia 2 ;tiendita
cte6283;gerencia 1;tiendita
cte6284;gerencia 5;tiendita
cte6285;gerencia 3;tiendita
cte6286;gerencia 4;tiendita
cte6287;gerencia 5;tiendita
cte6288;gerencia 2 ;tiendita
cte6289;gerencia 7;tiendita
cte6290;gerencia 2 ;tiendita
cte6291;gerencia 1;tiendita
cte6292;gerencia 6;tiendita
cte6293;gerencia 4;tiendita
cte6294;gerencia 2 ;tiendita
cte6295;gerencia 2 ;tiendita
cte6296;gerencia 1;tiendita
cte6297;gerencia 2 ;tiendita
cte6298;gerencia 7;tiendita
cte6299;gerencia 4;tiendita
cte6300;gerencia 2 ;tiendita
cte6301;gerencia 7;tiendita
cte6302;gerencia 2 ;tiendita
cte6303;gerencia 2 ;tiendita
cte6304;gerencia 1;tiendita
cte6305;gerencia 5;tiendita
cte6306;gerencia 5;tiendita
cte6054;gerencia 6;tiendita
cte6307;gerencia 6;tiendita
cte6308;gerencia 7;tiendita
cte6309;gerencia 7;tiendita
cte6310;gerencia 2 ;tiendita
cte6311;gerencia 1;tiendita
cte4817;gerencia 2 ;tiendita
cte4713;gerencia 3;tiendita
cte6312;gerencia 1;tiendita
cte6313;gerencia 6;tiendita
cte6314;gerencia 1;tiendita
cte6315;gerencia 7;tiendita
cte6316;gerencia 5;tiendita
cte6317;gerencia 6;tiendita
cte6318;gerencia 6;tiendita
cte6319;gerencia 6;tiendita
cte1204;gerencia 2 ;tiendita
cte6320;gerencia 4;tiendita
cte6321;gerencia 5;tiendita
cte6322;gerencia 4;tiendita
cte6323;gerencia 5;tiendita
cte6324;gerencia 3;tiendita
cte6325;gerencia 1;tiendita
cte6326;gerencia 3;tiendita
cte6327;gerencia 2 ;tiendita
cte6328;gerencia 7;tiendita
cte2273;gerencia 5;tiendita
cte6329;gerencia 5;tiendita
cte6330;gerencia 1;tiendita
